,ID,E_Brent,D_caso,D_tal,C_Gas,C_Perfo,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,LE_year_b,lc_b,dc_b,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
403,403,60,Medio,2,8,700000,-6630.0138,218391.462,211761.4482,3.1644322055696716,144400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.7663,118742.9148,103781.6715,110019.6411,558733.7452,14428.0695
404,404,65,Medio,2,8,700000,-5377.6278,259530.5483,254152.9205,3.7331333423566573,144400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.7663,118742.9148,103781.6715,127901.4962,619007.0726,14428.0695
405,405,70,Medio,2,8,700000,-4125.2417,300605.7904,296480.5486,4.3018344791436425,144400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.7663,118742.9148,103781.6715,145847.1955,679280.4,14428.0695
406,406,40,Medio,2,8,750000,-11639.558,47683.2867,36043.7287,0.7645383232728318,154000,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,6.2347,116282.4061,110575.5165,36856.3029,315628.8308,15870.8765
407,407,45,Medio,2,8,750000,-10387.1719,88778.4047,78391.2327,1.2948453763447711,154000,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,6.2347,116282.4061,110575.5165,54400.4177,375520.4495,15870.8765
408,408,50,Medio,2,8,750000,-9134.7859,130759.6805,121624.8946,1.841044850744429,154000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.1496,118742.9148,110575.5165,72815.6949,438187.0903,14428.0695
409,409,55,Medio,2,8,750000,-7882.3999,171900.1295,164017.7296,2.374803906760445,154000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.1496,118742.9148,110575.5165,90696.1873,498460.4177,14428.0695
410,410,60,Medio,2,8,750000,-6630.0138,213040.5784,206410.5646,2.908562962776459,154000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.1496,118742.9148,110575.5165,108576.6797,558733.7452,14428.0695
411,411,65,Medio,2,8,750000,-5377.6278,254179.6647,248802.0369,3.442322018792475,154000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.1496,118742.9148,110575.5165,126458.5348,619007.0726,14428.0695
412,412,70,Medio,2,8,750000,-4125.2417,295254.9068,291129.6651,3.9760810748084903,154000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.1496,118742.9148,110575.5165,144404.2341,679280.4,14428.0695
413,413,40,Medio,2,8,800000,-11639.558,42329.3945,30689.8365,0.662404422358159,163600,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,6.6234,116282.4061,117369.3615,35416.3501,315628.8308,15870.8765
414,414,45,Medio,2,8,800000,-10387.1719,83428.1744,73041.0024,1.1620187387490524,163600,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,6.6234,116282.4061,117369.3615,52956.803,375520.4495,15870.8765
415,415,50,Medio,2,8,800000,-9134.7859,125408.797,116274.0111,1.676605666142287,163600,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.533,118742.9148,117369.3615,71372.7335,438187.0903,14428.0695
416,416,55,Medio,2,8,800000,-7882.3999,166549.2459,158666.846,2.1794721928914877,163600,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.533,118742.9148,117369.3615,89253.2259,498460.4177,14428.0695
417,417,60,Medio,2,8,800000,-6630.0138,207689.6949,201059.681,2.6823387196406876,163600,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.533,118742.9148,117369.3615,107133.7183,558733.7452,14428.0695
418,418,65,Medio,2,8,800000,-5377.6278,248828.7812,243451.1534,3.185205246389889,163600,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.533,118742.9148,117369.3615,125015.5734,619007.0726,14428.0695
419,419,70,Medio,2,8,800000,-4125.2417,289904.0232,285778.7815,3.688071773139089,163600,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.533,118742.9148,117369.3615,142961.2727,679280.4,14428.0695
420,420,40,Medio,2,8,850000,-11639.558,36975.5023,25335.9444,0.5714415700433534,173200,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.012,116282.4061,124163.2065,33976.3973,315628.8308,15870.8765
421,421,45,Medio,2,8,850000,-10387.1719,78077.9441,67690.7722,1.0437177932377253,173200,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.012,116282.4061,124163.2065,51513.1883,375520.4495,15870.8765
422,422,50,Medio,2,8,850000,-9134.7859,120057.9134,110923.1275,1.5301473502008827,173200,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.9163,118742.9148,124163.2065,69929.772,438187.0903,14428.0695
423,423,55,Medio,2,8,850000,-7882.3999,161198.3623,153315.9625,2.005497828024606,173200,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.9163,118742.9148,124163.2065,87810.2645,498460.4177,14428.0695
424,424,60,Medio,2,8,850000,-6630.0138,202338.8113,195708.7975,2.4808483058483284,173200,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.9163,118742.9148,124163.2065,105690.7569,558733.7452,14428.0695
425,425,65,Medio,2,8,850000,-5377.6278,243477.8976,238100.2698,2.956198783672052,173200,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.9163,118742.9148,124163.2065,123572.612,619007.0726,14428.0695
426,426,70,Medio,2,8,850000,-4125.2417,284553.1397,280427.8979,3.4315492614957748,173200,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.9163,118742.9148,124163.2065,141518.3113,679280.4,14428.0695
427,427,40,Medio,2,8,900000,-11639.558,31621.6102,19982.0522,0.48991695499156984,182800,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.4007,116282.4061,130957.0515,32536.4445,315628.8308,15870.8765
428,428,45,Medio,2,8,900000,-10387.1719,72727.7138,62340.5419,0.9376916650145757,182800,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.4007,116282.4061,130957.0515,50069.5735,375520.4495,15870.8765
429,429,50,Medio,2,8,900000,-9134.7859,114707.0298,105572.2439,1.3988854391634684,182800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.2997,118742.9148,130957.0515,68486.8106,438187.0903,14428.0695
430,430,55,Medio,2,8,900000,-7882.3999,155847.4788,147965.0789,1.8495749126397008,182800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.2997,118742.9148,130957.0515,86367.3031,498460.4177,14428.0695
431,431,60,Medio,2,8,900000,-6630.0138,196987.9277,190357.9139,2.300264386115932,182800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.2997,118742.9148,130957.0515,104247.7955,558733.7452,14428.0695
432,432,65,Medio,2,8,900000,-5377.6278,238127.014,232749.3862,2.750953859592165,182800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.2997,118742.9148,130957.0515,122129.6506,619007.0726,14428.0695
433,433,70,Medio,2,8,900000,-4125.2417,279202.2561,275077.0143,3.201643333068396,182800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.2997,118742.9148,130957.0515,140075.3499,679280.4,14428.0695
434,434,40,Medio,2,8,950000,-11639.558,26267.718,14628.16,0.41643407081160294,192400,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.7893,116282.4061,137750.8965,31096.4917,315628.8308,15870.8765
435,435,45,Medio,2,8,950000,-10387.1719,67377.4836,56990.3116,0.8421241398527191,192400,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.7893,116282.4061,137750.8965,48625.9588,375520.4495,15870.8765
436,436,50,Medio,2,8,950000,-9134.7859,109356.1463,100221.3603,1.2805714330209468,192400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.683,118742.9148,137750.8965,67043.8492,438187.0903,14428.0695
437,437,55,Medio,2,8,950000,-7882.3999,150496.5952,142614.1953,1.7090325068282295,192400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.683,118742.9148,137750.8965,84924.3416,498460.4177,14428.0695
438,438,60,Medio,2,8,950000,-6630.0138,191637.0441,185007.0303,2.137493580635511,192400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.683,118742.9148,137750.8965,102804.8341,558733.7452,14428.0695
439,439,65,Medio,2,8,950000,-5377.6278,232776.1304,227398.5027,2.5659546544427934,192400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.683,118742.9148,137750.8965,120686.6892,619007.0726,14428.0695
440,440,70,Medio,2,8,950000,-4125.2417,273851.3725,269726.1308,2.9944157282500754,192400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.683,118742.9148,137750.8965,138632.3885,679280.4,14428.0695
441,441,40,Medio,2,8,1000000,-11639.558,20913.8258,9274.2678,0.3498589691923432,202000,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,8.178,116282.4061,144544.7414,29656.5389,315628.8308,15870.8765
442,442,45,Medio,2,8,1000000,-10387.1719,62027.2533,51640.0813,0.7555404711500918,202000,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,8.178,116282.4061,144544.7414,47182.3441,375520.4495,15870.8765
443,443,50,Medio,2,8,1000000,-9134.7859,104005.2627,94870.4768,1.1733795737217239,202000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,8.0664,118742.9148,144544.7414,65600.8878,438187.0903,14428.0695
444,444,55,Medio,2,8,1000000,-7882.3999,145145.7116,137263.3118,1.5817018358409736,202000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,8.0664,118742.9148,144544.7414,83481.3802,498460.4177,14428.0695
445,445,60,Medio,2,8,1000000,-6630.0138,186286.1606,179656.1467,1.9900240979602226,202000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,8.0664,118742.9148,144544.7414,101361.8727,558733.7452,14428.0695
446,446,65,Medio,2,8,1000000,-5377.6278,227425.2469,222047.6191,2.3983463600794726,202000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,8.0664,118742.9148,144544.7414,119243.7277,619007.0726,14428.0695
447,447,70,Medio,2,8,1000000,-4125.2417,268500.4889,264375.2472,2.8066686221987216,202000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,8.0664,118742.9148,144544.7414,137189.4271,679280.4,14428.0695
448,448,40,Medio,2,9,650000,-11724.933,57400.3995,45675.4665,0.9970511373015183,134800,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,5.4574,117793.065,96987.8265,39301.5962,315628.8308,15870.8765
449,449,45,Medio,2,9,650000,-10472.5469,98493.1442,88020.5973,1.6016541057149583,134800,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,5.4574,117793.065,96987.8265,56848.0842,375520.4495,15870.8765
450,450,50,Medio,2,9,650000,-9220.1609,140469.4497,131249.2888,2.2242277774636667,134800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.3829,120267.9515,96987.8265,75253.954,438187.0903,14428.0695
451,451,55,Medio,2,9,650000,-7967.7748,181609.8986,173642.1238,2.832766373764518,134800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.3829,120267.9515,96987.8265,93134.4465,498460.4177,14428.0695
452,452,60,Medio,2,9,650000,-6715.3888,222750.3475,216034.9587,3.4413049700653686,134800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.3829,120267.9515,96987.8265,111014.9389,558733.7452,14428.0695
453,453,65,Medio,2,9,650000,-5463.0028,263890.7965,258427.7937,4.049843566366219,134800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.3829,120267.9515,96987.8265,128895.4313,619007.0726,14428.0695
454,454,70,Medio,2,9,650000,-4210.6167,304969.1211,300758.5043,4.65838216266707,134800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.3829,120267.9515,96987.8265,146838.0481,679280.4,14428.0695
455,455,40,Medio,2,9,700000,-11724.933,52046.5073,40321.5743,0.8663173837287561,144400,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,5.8461,117793.065,103781.6715,37861.6434,315628.8308,15870.8765
456,456,45,Medio,2,9,700000,-10472.5469,93142.9139,82670.367,1.4313405351469475,144400,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,5.8461,117793.065,103781.6715,55404.4695,375520.4495,15870.8765
457,457,50,Medio,2,9,700000,-9220.1609,135118.5661,125898.4052,2.0131579531535744,144400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.7663,120267.9515,103781.6715,73810.9926,438187.0903,14428.0695
458,458,55,Medio,2,9,700000,-7967.7748,176259.015,168291.2402,2.581859089940559,144400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.7663,120267.9515,103781.6715,91691.485,498460.4177,14428.0695
459,459,60,Medio,2,9,700000,-6715.3888,217399.464,210684.0752,3.150560226727545,144400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.7663,120267.9515,103781.6715,109571.9775,558733.7452,14428.0695
460,460,65,Medio,2,9,700000,-5463.0028,258539.9129,253076.9102,3.71926136351453,144400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.7663,120267.9515,103781.6715,127452.4699,619007.0726,14428.0695
461,461,70,Medio,2,9,700000,-4210.6167,299618.2375,295407.6208,4.287962500301515,144400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.7663,120267.9515,103781.6715,145395.0867,679280.4,14428.0695
462,462,40,Medio,2,9,750000,-11724.933,46692.6151,34967.6821,0.7516486916842344,154000,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,6.2347,117793.065,110575.5165,36421.6906,315628.8308,15870.8765
463,463,45,Medio,2,9,750000,-10472.5469,87792.6836,77320.1367,1.2819557447561736,154000,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,6.2347,117793.065,110575.5165,53960.8548,375520.4495,15870.8765
464,464,50,Medio,2,9,750000,-9220.1609,129767.6825,120547.5216,1.828025192697533,154000,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.1496,120267.9515,110575.5165,72368.0312,438187.0903,14428.0695
465,465,55,Medio,2,9,750000,-7967.7748,170908.1315,162940.3566,2.3617842487135476,154000,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.1496,120267.9515,110575.5165,90248.5236,498460.4177,14428.0695
466,466,60,Medio,2,9,750000,-6715.3888,212048.5804,205333.1916,2.8955433047295633,154000,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.1496,120267.9515,110575.5165,108129.0161,558733.7452,14428.0695
467,467,65,Medio,2,9,750000,-5463.0028,253189.0294,247726.0266,3.4293023607455786,154000,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.1496,120267.9515,110575.5165,126009.5085,619007.0726,14428.0695
468,468,70,Medio,2,9,750000,-4210.6167,294267.3539,290056.7372,3.9630614167615934,154000,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.1496,120267.9515,110575.5165,143952.1253,679280.4,14428.0695
469,469,40,Medio,2,9,800000,-11724.933,41338.7229,29613.79,0.6502608077534444,163600,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,6.6234,117793.065,117369.3615,34981.7378,315628.8308,15870.8765
470,470,45,Medio,2,9,800000,-10472.5469,82442.4534,71969.9064,1.149875124144338,163600,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,6.6234,117793.065,117369.3615,52517.2401,375520.4495,15870.8765
471,471,50,Medio,2,9,800000,-9220.1609,124416.7989,115196.638,1.664339550658696,163600,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.533,120267.9515,117369.3615,70925.0698,438187.0903,14428.0695
472,472,55,Medio,2,9,800000,-7967.7748,165557.2479,157589.473,2.1672060774078967,163600,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.533,120267.9515,117369.3615,88805.5622,498460.4177,14428.0695
473,473,60,Medio,2,9,800000,-6715.3888,206697.6968,199982.308,2.670072604157097,163600,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.533,120267.9515,117369.3615,106686.0546,558733.7452,14428.0695
474,474,65,Medio,2,9,800000,-5463.0028,247838.1458,242375.143,3.1729391309062978,163600,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.533,120267.9515,117369.3615,124566.5471,619007.0726,14428.0695
475,475,70,Medio,2,9,800000,-4210.6167,288916.4703,284705.8536,3.675805657655498,163600,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.533,120267.9515,117369.3615,142509.1639,679280.4,14428.0695
476,476,40,Medio,2,9,850000,-11724.933,35984.8307,24259.8978,0.559962434531641,173200,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,7.012,117793.065,124163.2065,33541.785,315628.8308,15870.8765
477,477,45,Medio,2,9,850000,-10472.5469,77092.2231,66619.6761,1.0322386577260128,173200,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,7.012,117793.065,124163.2065,51073.6254,375520.4495,15870.8765
478,478,50,Medio,2,9,850000,-9220.1609,119065.9154,109845.7545,1.5185524168616948,173200,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.9163,120267.9515,124163.2065,69482.1084,438187.0903,14428.0695
479,479,55,Medio,2,9,850000,-7967.7748,160206.3643,152238.5895,1.993902894685418,173200,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.9163,120267.9515,124163.2065,87362.6008,498460.4177,14428.0695
480,480,60,Medio,2,9,850000,-6715.3888,201346.8133,194631.4244,2.469253372509141,173200,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.9163,120267.9515,124163.2065,105243.0932,558733.7452,14428.0695
481,481,65,Medio,2,9,850000,-5463.0028,242487.2622,237024.2594,2.944603850332864,173200,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.9163,120267.9515,124163.2065,123123.5857,619007.0726,14428.0695
482,482,70,Medio,2,9,850000,-4210.6167,283565.5868,279354.97,3.4199543281565865,173200,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.9163,120267.9515,124163.2065,141066.2025,679280.4,14428.0695
483,483,40,Medio,2,9,900000,-11724.933,30630.9386,18906.0056,0.47903335272104786,182800,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,7.4007,117793.065,130957.0515,32101.8322,315628.8308,15870.8765
484,484,45,Medio,2,9,900000,-10472.5469,71741.9928,61269.4459,0.9268080627440537,182800,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,7.4007,117793.065,130957.0515,49630.0107,375520.4495,15870.8765
485,485,50,Medio,2,9,900000,-9220.1609,113715.0318,104494.8709,1.3878920466132911,182800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,7.2997,120267.9515,130957.0515,68039.147,438187.0903,14428.0695
486,486,55,Medio,2,9,900000,-7967.7748,154855.4807,146887.7059,1.8385815200895228,182800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,7.2997,120267.9515,130957.0515,85919.6394,498460.4177,14428.0695
487,487,60,Medio,2,9,900000,-6715.3888,195995.9297,189280.5409,2.2892709935657547,182800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,7.2997,120267.9515,130957.0515,103800.1318,558733.7452,14428.0695
488,488,65,Medio,2,9,900000,-5463.0028,237136.3786,231673.3759,2.739960467041987,182800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,7.2997,120267.9515,130957.0515,121680.6242,619007.0726,14428.0695
489,489,70,Medio,2,9,900000,-4210.6167,278214.7032,274004.0865,3.1906499405182185,182800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,7.2997,120267.9515,130957.0515,139623.2411,679280.4,14428.0695
490,490,40,Medio,2,9,950000,-11724.933,25277.0464,13552.1134,0.4060872573398987,192400,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,7.7893,117793.065,137750.8965,30661.8794,315628.8308,15870.8765
491,491,45,Medio,2,9,950000,-10472.5469,66391.7625,55919.2156,0.8317773263810148,192400,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,7.7893,117793.065,137750.8965,48186.396,375520.4495,15870.8765
492,492,50,Medio,2,9,950000,-9220.1609,108364.1482,99143.9873,1.2701202442223638,192400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,7.683,120267.9515,137750.8965,66596.1855,438187.0903,14428.0695
493,493,55,Medio,2,9,950000,-7967.7748,149504.5972,141536.8223,1.698581318029646,192400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,7.683,120267.9515,137750.8965,84476.678,498460.4177,14428.0695
494,494,60,Medio,2,9,950000,-6715.3888,190645.0461,183929.6573,2.127042391836928,192400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,7.683,120267.9515,137750.8965,102357.1704,558733.7452,14428.0695
495,495,65,Medio,2,9,950000,-5463.0028,231785.4951,226322.4923,2.55550346564421,192400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,7.683,120267.9515,137750.8965,120237.6628,619007.0726,14428.0695
496,496,70,Medio,2,9,950000,-4210.6167,272863.8196,268653.2029,2.983964539451492,192400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,7.683,120267.9515,137750.8965,138180.2797,679280.4,14428.0695
497,497,40,Medio,2,9,1000000,-11724.933,19923.1542,8198.2212,0.33999848351286116,202000,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,8.178,117793.065,144544.7414,29221.9266,315628.8308,15870.8765
498,498,45,Medio,2,9,1000000,-10472.5469,61041.5322,50568.9853,0.7456799854706099,202000,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,8.178,117793.065,144544.7414,46742.7813,375520.4495,15870.8765
499,499,50,Medio,2,9,1000000,-9220.1609,103013.2646,93793.1038,1.1634196186337333,202000,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,8.0664,120267.9515,144544.7414,65153.2241,438187.0903,14428.0695
500,500,55,Medio,2,9,1000000,-7967.7748,144153.7136,136185.9387,1.571741880752983,202000,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,8.0664,120267.9515,144544.7414,83033.7166,498460.4177,14428.0695
501,501,60,Medio,2,9,1000000,-6715.3888,185294.1625,178578.7737,1.9800641428722325,202000,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,8.0664,120267.9515,144544.7414,100914.209,558733.7452,14428.0695
502,502,65,Medio,2,9,1000000,-5463.0028,226434.6115,220971.6087,2.388386404991482,202000,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,8.0664,120267.9515,144544.7414,118794.7014,619007.0726,14428.0695
503,503,70,Medio,2,9,1000000,-4210.6167,267512.936,263302.3193,2.796708667110731,202000,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,8.0664,120267.9515,144544.7414,136737.3182,679280.4,14428.0695
504,504,40,Medio,2,10,650000,-11810.308,56409.7279,44599.4199,0.982355670825864,134800,851848.0894,918952.6083,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.6105,5.4574,119303.7239,96987.8265,38866.9839,315628.8308,15870.8765
505,505,45,Medio,2,10,650000,-10557.9219,97507.4232,86949.5012,1.5869586392393047,134800,851848.0894,918952.6083,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.6105,5.4574,119303.7239,96987.8265,56408.5214,375520.4495,15870.8765
506,506,50,Medio,2,10,650000,-9305.5359,139477.4516,130171.9158,2.2093840678481103,134800,851848.0894,918952.6083,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.8888,5.3829,121792.9882,96987.8265,74806.2903,438187.0903,14428.0695
507,507,55,Medio,2,10,650000,-8053.1498,180617.9006,172564.7507,2.8179226641489614,134800,851848.0894,918952.6083,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.8888,5.3829,121792.9882,96987.8265,92686.7828,498460.4177,14428.0695
508,508,60,Medio,2,10,650000,-6800.7638,221758.3495,214957.5857,3.4264612604498113,134800,851848.0894,918952.6083,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.8888,5.3829,121792.9882,96987.8265,110567.2752,558733.7452,14428.0695
509,509,65,Medio,2,10,650000,-5548.3778,262898.7985,257350.4207,4.034999856750662,134800,851848.0894,918952.6083,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.8888,5.3829,121792.9882,96987.8265,128447.7676,619007.0726,14428.0695
