,ID,E_Brent,D_caso,D_tal,C_Gas,C_Perfo,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,LE_year_b,lc_b,dc_b,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
357,357,40,Medio,2,7,800000,-8979.834,41491.4143,32511.5803,0.6589676725798592,163600,850639.571,909702.4128,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.2476,6.6234,114771.7473,117369.3615,35850.9624,315628.8308,15125.1792
358,358,45,Medio,2,7,800000,-7727.448,82585.2436,74857.7957,1.1585819889707525,163600,850639.571,909702.4128,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.2476,6.6234,114771.7473,117369.3615,53396.3658,375520.4495,15125.1792
359,359,50,Medio,2,7,800000,-6475.0619,124504.3526,118029.2906,1.6727138315525947,163600,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,6.533,117217.8781,117369.3615,71820.3971,438187.0903,13750.163
360,360,55,Medio,2,7,800000,-5222.6759,165644.8015,160422.1256,2.175580358301796,163600,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,6.533,117217.8781,117369.3615,89700.8896,498460.4177,13750.163
361,361,60,Medio,2,7,800000,-3970.2899,206785.2505,202814.9606,2.6784468850509966,163600,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,6.533,117217.8781,117369.3615,107581.382,558733.7452,13750.163
362,362,65,Medio,2,7,800000,-2717.9038,247919.8916,245201.9878,3.181313411800196,163600,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,6.533,117217.8781,117369.3615,125467.6822,619007.0726,13750.163
363,363,70,Medio,2,7,800000,-1465.5178,288995.1337,287529.6159,3.6841799385493963,163600,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,6.533,117217.8781,117369.3615,143413.3815,679280.4,13750.163
364,364,40,Medio,2,7,850000,-8979.834,36137.5222,27157.6881,0.5681928736947692,173200,850639.571,909702.4128,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.2476,7.012,114771.7473,124163.2065,34411.0096,315628.8308,15125.1792
365,365,45,Medio,2,7,850000,-7727.448,77235.0133,69507.5654,1.0404690968891408,173200,850639.571,909702.4128,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.2476,7.012,114771.7473,124163.2065,51952.7511,375520.4495,15125.1792
366,366,50,Medio,2,7,850000,-6475.0619,119153.469,112678.4071,1.5264684705510871,173200,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,6.9163,117217.8781,124163.2065,70377.4357,438187.0903,13750.163
367,367,55,Medio,2,7,850000,-5222.6759,160293.9179,155071.242,2.0018189483748103,173200,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,6.9163,117217.8781,124163.2065,88257.9282,498460.4177,13750.163
368,368,60,Medio,2,7,850000,-3970.2899,201434.3669,197464.077,2.4771694261985333,173200,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,6.9163,117217.8781,124163.2065,106138.4206,558733.7452,13750.163
369,369,65,Medio,2,7,850000,-2717.9038,242569.008,239851.1042,2.952519904022256,173200,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,6.9163,117217.8781,124163.2065,124024.7208,619007.0726,13750.163
370,370,70,Medio,2,7,850000,-1465.5178,283644.2501,282178.7323,3.4278703818459793,173200,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,6.9163,117217.8781,124163.2065,141970.4201,679280.4,13750.163
371,371,40,Medio,2,7,900000,-8979.834,30783.63,21803.796,0.4868367997900208,182800,850639.571,909702.4128,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.2476,7.4007,114771.7473,130957.0515,32971.0568,315628.8308,15125.1792
372,372,45,Medio,2,7,900000,-7727.448,71884.7831,64157.3351,0.9346115098130265,182800,850639.571,909702.4128,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.2476,7.4007,114771.7473,130957.0515,50509.1364,375520.4495,15125.1792
373,373,50,Medio,2,7,900000,-6475.0619,113802.5854,107327.5235,1.395397418408888,182800,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,7.2997,117217.8781,130957.0515,68934.4743,438187.0903,13750.163
374,374,55,Medio,2,7,900000,-5222.6759,154943.0344,149720.3585,1.8460868918851205,182800,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,7.2997,117217.8781,130957.0515,86814.9667,498460.4177,13750.163
375,375,60,Medio,2,7,900000,-3970.2899,196083.4833,192113.1935,2.296776365361352,182800,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,7.2997,117217.8781,130957.0515,104695.4592,558733.7452,13750.163
376,376,65,Medio,2,7,900000,-2717.9038,237218.1245,234500.2206,2.7474658388375843,182800,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,7.2997,117217.8781,130957.0515,122581.7594,619007.0726,13750.163
377,377,70,Medio,2,7,900000,-1465.5178,278293.3665,276827.8488,3.198155312313816,182800,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,7.2997,117217.8781,130957.0515,140527.4587,679280.4,13750.163
378,378,40,Medio,2,7,950000,-8979.834,25429.7378,16449.9038,0.41350583156303655,192400,850639.571,909702.4128,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.2476,7.7893,114771.7473,137750.8965,31531.104,315628.8308,15125.1792
379,379,45,Medio,2,7,950000,-7727.448,66534.5528,58807.1048,0.8391959006041526,192400,850639.571,909702.4128,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.2476,7.7893,114771.7473,137750.8965,49065.5217,375520.4495,15125.1792
380,380,50,Medio,2,7,950000,-6475.0619,108451.7018,101976.6399,1.277255444505745,192400,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,7.683,117217.8781,137750.8965,67491.5129,438187.0903,13750.163
381,381,55,Medio,2,7,950000,-5222.6759,149592.1508,144369.4749,1.7057165183130272,192400,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,7.683,117217.8781,137750.8965,85372.0053,498460.4177,13750.163
382,382,60,Medio,2,7,950000,-3970.2899,190732.5997,186762.3099,2.134177592120309,192400,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,7.683,117217.8781,137750.8965,103252.4978,558733.7452,13750.163
383,383,65,Medio,2,7,950000,-2717.9038,231867.2409,229149.3371,2.562638665927591,192400,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,7.683,117217.8781,137750.8965,121138.798,619007.0726,13750.163
384,384,70,Medio,2,7,950000,-1465.5178,272942.483,271476.9652,2.9910997397348726,192400,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,7.683,117217.8781,137750.8965,139084.4973,679280.4,13750.163
385,385,40,Medio,2,7,1000000,-8979.834,20075.8456,11096.0116,0.3470683649879137,202000,850639.571,909702.4128,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.2476,8.178,114771.7473,144544.7414,30091.1512,315628.8308,15125.1792
386,386,45,Medio,2,7,1000000,-7727.448,61184.3225,53456.8745,0.7527498669456624,202000,850639.571,909702.4128,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.2476,8.178,114771.7473,144544.7414,47621.907,375520.4495,15125.1792
387,387,50,Medio,2,7,1000000,-6475.0619,103100.8183,96625.7563,1.1702194454989725,202000,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,8.0664,117217.8781,144544.7414,66048.5515,438187.0903,13750.163
388,388,55,Medio,2,7,1000000,-5222.6759,144241.2672,139018.5913,1.5785417076182224,202000,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,8.0664,117217.8781,144544.7414,83929.0439,498460.4177,13750.163
389,389,60,Medio,2,7,1000000,-3970.2899,185381.7162,181411.4263,1.9868639697374717,202000,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,8.0664,117217.8781,144544.7414,101809.5363,558733.7452,13750.163
390,390,65,Medio,2,7,1000000,-2717.9038,226516.3573,223798.4535,2.395186231856721,202000,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,8.0664,117217.8781,144544.7414,119695.8366,619007.0726,13750.163
391,391,70,Medio,2,7,1000000,-1465.5178,267591.5994,266126.0816,2.8035084939759707,202000,850639.571,909702.4128,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.5241,8.0664,117217.8781,144544.7414,137641.5359,679280.4,13750.163
392,392,40,Medio,2,8,650000,-9065.209,56562.4193,47497.2103,0.9928921909913639,134800,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,5.4574,116282.4061,96987.8265,39736.2085,315628.8308,15125.1792
393,393,45,Medio,2,8,650000,-7812.823,97650.2134,89837.3905,1.5974951594048044,134800,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,5.4574,116282.4061,96987.8265,57287.6471,375520.4495,15125.1792
394,394,50,Medio,2,8,650000,-6560.4369,139565.0052,133004.5683,2.2195181150935013,134800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.3829,118742.9148,96987.8265,75701.6177,438187.0903,13750.163
395,395,55,Medio,2,8,650000,-5308.0509,180705.4542,175397.4033,2.828056711394352,134800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.3829,118742.9148,96987.8265,93582.1101,498460.4177,13750.163
396,396,60,Medio,2,8,650000,-4055.6648,221845.9031,217790.2383,3.4365953076952027,134800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.3829,118742.9148,96987.8265,111462.6026,558733.7452,13750.163
397,397,65,Medio,2,8,650000,-2803.2788,262984.9894,260181.7106,4.045133903996055,134800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.3829,118742.9148,96987.8265,129344.4576,619007.0726,13750.163
398,398,70,Medio,2,8,650000,-1550.8928,304060.2315,302509.3387,4.653672500296904,134800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.3829,118742.9148,96987.8265,147290.157,679280.4,13750.163
399,399,40,Medio,2,8,700000,-9065.209,51208.5271,42143.3181,0.8624306992870492,144400,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,5.8461,116282.4061,103781.6715,38296.2557,315628.8308,15125.1792
400,400,45,Medio,2,8,700000,-7812.823,92299.9831,84487.1602,1.4274538507052406,144400,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,5.8461,116282.4061,103781.6715,55844.0324,375520.4495,15125.1792
401,401,50,Medio,2,8,700000,-6560.4369,134214.1217,127653.6848,2.008756604808412,144400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.7663,118742.9148,103781.6715,74258.6563,438187.0903,13750.163
402,402,55,Medio,2,8,700000,-5308.0509,175354.5706,170046.5197,2.5774577415953974,144400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.7663,118742.9148,103781.6715,92139.1487,498460.4177,13750.163
403,403,60,Medio,2,8,700000,-4055.6648,216495.0196,212439.3547,3.146158878382383,144400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.7663,118742.9148,103781.6715,110019.6411,558733.7452,13750.163
404,404,65,Medio,2,8,700000,-2803.2788,257634.1059,254830.8271,3.714860015169369,144400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.7663,118742.9148,103781.6715,127901.4962,619007.0726,13750.163
405,405,70,Medio,2,8,700000,-1550.8928,298709.3479,297158.4552,4.283561151956354,144400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,5.7663,118742.9148,103781.6715,145847.1955,679280.4,13750.163
406,406,40,Medio,2,8,750000,-9065.209,45854.6349,36789.4259,0.7480008125356918,154000,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,6.2347,116282.4061,110575.5165,36856.3029,315628.8308,15125.1792
407,407,45,Medio,2,8,750000,-7812.823,86949.7529,79136.9299,1.278307865607631,154000,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,6.2347,116282.4061,110575.5165,54400.4177,375520.4495,15125.1792
408,408,50,Medio,2,8,750000,-6560.4369,128863.2381,122302.8012,1.8238942715757918,154000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.1496,118742.9148,110575.5165,72815.6949,438187.0903,13750.163
409,409,55,Medio,2,8,750000,-5308.0509,170003.687,164695.6362,2.357653327591808,154000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.1496,118742.9148,110575.5165,90696.1873,498460.4177,13750.163
410,410,60,Medio,2,8,750000,-4055.6648,211144.136,207088.4712,2.8914123836078223,154000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.1496,118742.9148,110575.5165,108576.6797,558733.7452,13750.163
411,411,65,Medio,2,8,750000,-2803.2788,252283.2223,249479.9435,3.4251714396238384,154000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.1496,118742.9148,110575.5165,126458.5348,619007.0726,13750.163
412,412,70,Medio,2,8,750000,-1550.8928,293358.4644,291807.5716,3.958930495639853,154000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.1496,118742.9148,110575.5165,144404.2341,679280.4,13750.163
413,413,40,Medio,2,8,800000,-9065.209,40500.7427,31435.5337,0.6468240579751449,163600,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,6.6234,116282.4061,117369.3615,35416.3501,315628.8308,15125.1792
414,414,45,Medio,2,8,800000,-7812.823,81599.5226,73786.6996,1.146438374366038,163600,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,6.6234,116282.4061,117369.3615,52956.803,375520.4495,15125.1792
415,415,50,Medio,2,8,800000,-6560.4369,123512.3545,116951.9176,1.6604477160690034,163600,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.533,118742.9148,117369.3615,71372.7335,438187.0903,13750.163
416,416,55,Medio,2,8,800000,-5308.0509,164652.8035,159344.7526,2.163314242818205,163600,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.533,118742.9148,117369.3615,89253.2259,498460.4177,13750.163
417,417,60,Medio,2,8,800000,-4055.6648,205793.2524,201737.5876,2.6661807695674042,163600,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.533,118742.9148,117369.3615,107133.7183,558733.7452,13750.163
418,418,65,Medio,2,8,800000,-2803.2788,246932.3387,244129.0599,3.169047296316606,163600,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.533,118742.9148,117369.3615,125015.5734,619007.0726,13750.163
419,419,70,Medio,2,8,800000,-1550.8928,288007.5808,286456.688,3.6719138230658057,163600,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.533,118742.9148,117369.3615,142961.2727,679280.4,13750.163
420,420,40,Medio,2,8,850000,-9065.209,35146.8506,26081.6416,0.5567137381830568,173200,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.012,116282.4061,124163.2065,33976.3973,315628.8308,15125.1792
421,421,45,Medio,2,8,850000,-7812.823,76249.2923,68436.4694,1.0289899613774285,173200,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.012,116282.4061,124163.2065,51513.1883,375520.4495,15125.1792
422,422,50,Medio,2,8,850000,-6560.4369,118161.471,111601.034,1.5148735372118987,173200,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.9163,118742.9148,124163.2065,69929.772,438187.0903,13750.163
423,423,55,Medio,2,8,850000,-5308.0509,159301.9199,153993.869,1.9902240150356225,173200,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.9163,118742.9148,124163.2065,87810.2645,498460.4177,13750.163
424,424,60,Medio,2,8,850000,-4055.6648,200442.3689,196386.704,2.4655744928593446,173200,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.9163,118742.9148,124163.2065,105690.7569,558733.7452,13750.163
425,425,65,Medio,2,8,850000,-2803.2788,241581.4551,238778.1763,2.9409249706830685,173200,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.9163,118742.9148,124163.2065,123572.612,619007.0726,13750.163
426,426,70,Medio,2,8,850000,-1550.8928,282656.6972,281105.8045,3.416275448506791,173200,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,6.9163,118742.9148,124163.2065,141518.3113,679280.4,13750.163
427,427,40,Medio,2,8,900000,-9065.209,29792.9584,20727.7494,0.47595319751949877,182800,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.4007,116282.4061,130957.0515,32536.4445,315628.8308,15125.1792
428,428,45,Medio,2,8,900000,-7812.823,70899.062,63086.2391,0.9237279075425047,182800,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.4007,116282.4061,130957.0515,50069.5735,375520.4495,15125.1792
429,429,50,Medio,2,8,900000,-6560.4369,112810.5874,106250.1505,1.3844040258587103,182800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.2997,118742.9148,130957.0515,68486.8106,438187.0903,13750.163
430,430,55,Medio,2,8,900000,-5308.0509,153951.0363,148642.9855,1.835093499334943,182800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.2997,118742.9148,130957.0515,86367.3031,498460.4177,13750.163
431,431,60,Medio,2,8,900000,-4055.6648,195091.4853,191035.8204,2.285782972811174,182800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.2997,118742.9148,130957.0515,104247.7955,558733.7452,13750.163
432,432,65,Medio,2,8,900000,-2803.2788,236230.5716,233427.2928,2.736472446287407,182800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.2997,118742.9148,130957.0515,122129.6506,619007.0726,13750.163
433,433,70,Medio,2,8,900000,-1550.8928,277305.8136,275754.9209,3.1871619197636383,182800,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.2997,118742.9148,130957.0515,140075.3499,679280.4,13750.163
434,434,40,Medio,2,8,950000,-9065.209,24439.0662,15373.8572,0.40315901809133226,192400,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.7893,116282.4061,137750.8965,31096.4917,315628.8308,15125.1792
435,435,45,Medio,2,8,950000,-7812.823,65548.8318,57736.0088,0.8288490871324485,192400,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,7.7893,116282.4061,137750.8965,48625.9588,375520.4495,15125.1792
436,436,50,Medio,2,8,950000,-6560.4369,107459.7038,100899.2669,1.2668042557071617,192400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.683,118742.9148,137750.8965,67043.8492,438187.0903,13750.163
437,437,55,Medio,2,8,950000,-5308.0509,148600.1528,143292.1019,1.6952653295144446,192400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.683,118742.9148,137750.8965,84924.3416,498460.4177,13750.163
438,438,60,Medio,2,8,950000,-4055.6648,189740.6017,185684.9369,2.123726403321726,192400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.683,118742.9148,137750.8965,102804.8341,558733.7452,13750.163
439,439,65,Medio,2,8,950000,-2803.2788,230879.688,228076.4092,2.5521874771290087,192400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.683,118742.9148,137750.8965,120686.6892,619007.0726,13750.163
440,440,70,Medio,2,8,950000,-1550.8928,271954.9301,270404.0373,2.9806485509362903,192400,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,7.683,118742.9148,137750.8965,138632.3885,679280.4,13750.163
441,441,40,Medio,2,8,1000000,-9065.209,19085.174,10019.965,0.33720787930843155,202000,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,8.178,116282.4061,144544.7414,29656.5389,315628.8308,15125.1792
442,442,45,Medio,2,8,1000000,-7812.823,60198.6015,52385.7785,0.7428893812661803,202000,851042.4105,912785.8113,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.3685,8.178,116282.4061,144544.7414,47182.3441,375520.4495,15125.1792
443,443,50,Medio,2,8,1000000,-6560.4369,102108.8202,95548.3833,1.1602594904109818,202000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,8.0664,118742.9148,144544.7414,65600.8878,438187.0903,13750.163
444,444,55,Medio,2,8,1000000,-5308.0509,143249.2692,137941.2183,1.568581752530232,202000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,8.0664,118742.9148,144544.7414,83481.3802,498460.4177,13750.163
445,445,60,Medio,2,8,1000000,-4055.6648,184389.7181,180334.0533,1.9769040146494807,202000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,8.0664,118742.9148,144544.7414,101361.8727,558733.7452,13750.163
446,446,65,Medio,2,8,1000000,-2803.2788,225528.8044,222725.5256,2.385226276768731,202000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,8.0664,118742.9148,144544.7414,119243.7277,619007.0726,13750.163
447,447,70,Medio,2,8,1000000,-1550.8928,266604.0465,265053.1537,2.7935485388879795,202000,851042.4105,912785.8113,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.6456,8.0664,118742.9148,144544.7414,137189.4271,679280.4,13750.163
448,448,40,Medio,2,9,650000,-9150.584,55571.7477,46421.1637,0.9781967245157097,134800,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,5.4574,117793.065,96987.8265,39301.5962,315628.8308,15125.1792
449,449,45,Medio,2,9,650000,-7898.1979,96664.4924,88766.2945,1.58279969292915,134800,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,5.4574,117793.065,96987.8265,56848.0842,375520.4495,15125.1792
450,450,50,Medio,2,9,650000,-6645.8119,138573.0072,131927.1953,2.204674405477945,134800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.3829,120267.9515,96987.8265,75253.954,438187.0903,13750.163
451,451,55,Medio,2,9,650000,-5393.4259,179713.4562,174320.0303,2.8132130017787955,134800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.3829,120267.9515,96987.8265,93134.4465,498460.4177,13750.163
452,452,60,Medio,2,9,650000,-4141.0398,220853.9051,216712.8653,3.4217515980796462,134800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.3829,120267.9515,96987.8265,111014.9389,558733.7452,13750.163
453,453,65,Medio,2,9,650000,-2888.6538,261994.3541,259105.7003,4.030290194380497,134800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.3829,120267.9515,96987.8265,128895.4313,619007.0726,13750.163
454,454,70,Medio,2,9,650000,-1636.2677,303072.6786,301436.4109,4.638828790681348,134800,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.3829,120267.9515,96987.8265,146838.0481,679280.4,13750.163
455,455,40,Medio,2,9,700000,-9150.584,50217.8555,41067.2715,0.8486972589742707,144400,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,5.8461,117793.065,103781.6715,37861.6434,315628.8308,15125.1792
456,456,45,Medio,2,9,700000,-7898.1979,91314.2621,83416.0642,1.4137204103924623,144400,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,5.8461,117793.065,103781.6715,55404.4695,375520.4495,15125.1792
457,457,50,Medio,2,9,700000,-6645.8119,133222.1236,126576.3117,1.9948846259662856,144400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.7663,120267.9515,103781.6715,73810.9926,438187.0903,13750.163
458,458,55,Medio,2,9,700000,-5393.4259,174362.5726,168969.1467,2.56358576275327,144400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.7663,120267.9515,103781.6715,91691.485,498460.4177,13750.163
459,459,60,Medio,2,9,700000,-4141.0398,215503.0215,211361.9817,3.132286899540256,144400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.7663,120267.9515,103781.6715,109571.9775,558733.7452,13750.163
460,460,65,Medio,2,9,700000,-2888.6538,256643.4705,253754.8167,3.7009880363272414,144400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.7663,120267.9515,103781.6715,127452.4699,619007.0726,13750.163
461,461,70,Medio,2,9,700000,-1636.2677,297721.795,296085.5273,4.269689173114227,144400,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,5.7663,120267.9515,103781.6715,145395.0867,679280.4,13750.163
462,462,40,Medio,2,9,750000,-9150.584,44863.9633,35713.3793,0.7351111809470943,154000,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,6.2347,117793.065,110575.5165,36421.6906,315628.8308,15125.1792
463,463,45,Medio,2,9,750000,-7898.1979,85964.0318,78065.8339,1.2654182340190332,154000,851445.2499,915869.2098,0.2627027120490787,22.205152175989166,21.942449463940086,2035.0,8.4895,6.2347,117793.065,110575.5165,53960.8548,375520.4495,15125.1792
464,464,50,Medio,2,9,750000,-6645.8119,127871.2401,121225.4282,1.8108746135288958,154000,851445.2499,915869.2098,0.2627027120490787,22.509209846231606,22.24650713418253,2036.0,8.7672,6.1496,120267.9515,110575.5165,72368.0312,438187.0903,13750.163
