,ID,E_Brent,C_Gas,C_Perfo,VPN_Basica,VPN_incremental,VPN_Total,capex_T,capex_B,capex_I,opex_B,opex_T,opex_I,volumen_B_LE,volumen_I_LE,volumen_T_LE,LE_year_B,LE_year_T,LE_year_I,lc_B,dc_B,lc_T,dc_T,lc_I,dc_I,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
189,189,40,9,1250000,34909.4877,-41399.8372,-6490.3495,93269.5534,0,93269.5534,996858.466,1063597.7733,66739.3073,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.6289,4.4578,16.1168,18.0022,247734.0776,86629.5998,14195.2637,354664.4434,12595.8518
190,190,45,9,1250000,69959.6848,-31125.7199,38833.965,93269.5534,0,93269.5534,996858.466,1063597.7733,66739.3073,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.2632,4.115,16.2494,17.9158,263589.7416,86629.5998,32452.9119,431916.0132,10409.7949
191,191,50,9,1250000,105985.6944,-22441.1433,83544.5511,93269.5534,0,93269.5534,996858.466,1063597.7733,66739.3073,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.6283,3.9942,14.2776,20.6577,269980.9782,86629.5998,51390.6327,501009.2118,9463.4499
192,192,55,9,1250000,142017.3327,-13263.8841,128753.4486,93269.5534,0,93269.5534,996858.466,1063597.7733,66739.3073,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.0128,3.8932,14.3715,20.5711,275644.0922,86629.5998,70668.9142,570299.1911,8603.1363
193,193,60,9,1250000,178465.5129,-4096.6305,174368.8824,93269.5534,0,93269.5534,996858.466,1063597.7733,66739.3073,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.4119,3.8072,14.484,20.5214,280680.4809,86629.5998,90163.8803,639663.8763,7821.033
194,194,65,9,1250000,215683.4958,4595.096,220278.5918,93269.5534,0,93269.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.8217,3.7336,11.5804,22.6437,285157.0978,86629.5998,109817.0955,708992.4148,7110.03
195,195,70,9,1250000,252133.0184,14297.0385,266430.0569,93269.5534,0,93269.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.2342,3.6702,14.6648,20.4943,289107.8625,86629.5998,129582.5881,778213.7709,6463.6636
196,196,40,10,950000,34909.4877,-31317.673,3591.8147,77369.5534,0,77369.5534,996858.466,1068355.5618,71497.0958,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.8525,3.6979,17.0199,14.9333,250521.3127,71469.5446,16485.9196,354664.4434,12595.8518
197,197,45,10,950000,69959.6848,-21023.6597,48936.0252,77369.5534,0,77369.5534,996858.466,1068355.5618,71497.0958,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.4732,3.4135,17.1633,14.8616,266405.84,71469.5446,34694.8085,431916.0132,10409.7949
198,198,50,10,950000,105985.6944,-12356.0853,93629.6091,77369.5534,0,77369.5534,996858.466,1068355.5618,71497.0958,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.832,3.3133,15.3314,17.1361,272797.0766,71469.5446,53649.5316,501009.2118,9463.4499
199,199,55,10,950000,142017.3327,-3141.7362,138875.5964,77369.5534,0,77369.5534,996858.466,1068355.5618,71497.0958,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.2114,3.2295,15.4208,17.0643,278460.1906,71469.5446,72890.7232,570299.1911,8603.1363
200,200,60,10,950000,178465.5129,6060.6118,184526.1247,77369.5534,0,77369.5534,996858.466,1068355.5618,71497.0958,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.6061,3.1582,15.5308,17.023,283496.5792,71469.5446,92350.5948,639663.8763,7821.033
201,201,65,10,950000,215683.4958,14785.0152,230468.511,77369.5534,0,77369.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,20.0122,3.0971,12.7355,18.7836,287973.1961,71469.5446,111971.1331,708992.4148,7110.03
202,202,70,10,950000,252133.0184,24517.2169,276650.2353,77369.5534,0,77369.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.4214,3.0445,15.7102,17.0006,291923.9608,71469.5446,131706.3665,778213.7709,6463.6636
203,203,40,10,1000000,34909.4877,-33359.7021,1549.7855,80019.5534,0,80019.5534,996858.466,1068355.5618,71497.0958,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.8525,3.8245,17.0199,15.4448,250521.3127,73996.2205,16001.2729,354664.4434,12595.8518
204,204,45,10,1000000,69959.6848,-23029.1443,46930.5405,80019.5534,0,80019.5534,996858.466,1068355.5618,71497.0958,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.4732,3.5304,17.1633,15.3706,266405.84,73996.2205,34173.6173,431916.0132,10409.7949
205,205,50,10,1000000,105985.6944,-14365.4731,91620.2213,80019.5534,0,80019.5534,996858.466,1068355.5618,71497.0958,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.832,3.4268,15.3314,17.723,272797.0766,73996.2205,53132.2435,501009.2118,9463.4499
206,206,55,10,1000000,142017.3327,-5157.3057,136860.027,80019.5534,0,80019.5534,996858.466,1068355.5618,71497.0958,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.2114,3.3401,15.4208,17.6488,278460.1906,73996.2205,72379.6168,570299.1911,8603.1363
207,207,60,10,1000000,178465.5129,4039.1933,182504.7061,80019.5534,0,80019.5534,996858.466,1068355.5618,71497.0958,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.6061,3.2664,15.5308,17.6061,283496.5792,73996.2205,91845.3375,639663.8763,7821.033
208,208,65,10,1000000,215683.4958,12758.1505,228441.6464,80019.5534,0,80019.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,20.0122,3.2032,12.7355,19.4269,287973.1961,73996.2205,111471.3219,708992.4148,7110.03
209,209,70,10,1000000,252133.0184,22485.309,274618.3274,80019.5534,0,80019.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.4214,3.1488,15.7102,17.5829,291923.9608,73996.2205,131211.5985,778213.7709,6463.6636
210,210,40,10,1050000,34909.4877,-35401.7313,-492.2436,82669.5534,0,82669.5534,996858.466,1068355.5618,71497.0958,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.8525,3.9512,17.0199,15.9563,250521.3127,76522.8964,15516.6262,354664.4434,12595.8518
211,211,45,10,1050000,69959.6848,-25044.445,44915.2399,82669.5534,0,82669.5534,996858.466,1068355.5618,71497.0958,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.4732,3.6473,17.1633,15.8797,266405.84,76522.8964,33662.2421,431916.0132,10409.7949
212,212,50,10,1050000,105985.6944,-16374.8609,89610.8335,82669.5534,0,82669.5534,996858.466,1068355.5618,71497.0958,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.832,3.5403,15.3314,18.31,272797.0766,76522.8964,52614.9555,501009.2118,9463.4499
213,213,55,10,1050000,142017.3327,-7172.8751,134844.4575,82669.5534,0,82669.5534,996858.466,1068355.5618,71497.0958,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.2114,3.4507,15.4208,18.2332,278460.1906,76522.8964,71868.5104,570299.1911,8603.1363
214,214,60,10,1050000,178465.5129,2017.7748,180483.2876,82669.5534,0,82669.5534,996858.466,1068355.5618,71497.0958,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.6061,3.3745,15.5308,18.1891,283496.5792,76522.8964,91340.0801,639663.8763,7821.033
215,215,65,10,1050000,215683.4958,10731.2859,226414.7817,82669.5534,0,82669.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,20.0122,3.3093,12.7355,20.0703,287973.1961,76522.8964,110971.5107,708992.4148,7110.03
216,216,70,10,1050000,252133.0184,20453.4011,272586.4195,82669.5534,0,82669.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.4214,3.2531,15.7102,18.1651,291923.9608,76522.8964,130716.8305,778213.7709,6463.6636
217,217,40,10,1100000,34909.4877,-37443.7604,-2534.2728,85319.5534,0,85319.5534,996858.466,1068355.5618,71497.0958,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.8525,4.0778,17.0199,16.4678,250521.3127,79049.5722,15031.9795,354664.4434,12595.8518
218,218,45,10,1100000,69959.6848,-27059.7457,42899.9392,85319.5534,0,85319.5534,996858.466,1068355.5618,71497.0958,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.4732,3.7642,17.1633,16.3887,266405.84,79049.5722,33150.867,431916.0132,10409.7949
219,219,50,10,1100000,105985.6944,-18384.2487,87601.4457,85319.5534,0,85319.5534,996858.466,1068355.5618,71497.0958,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.832,3.6538,15.3314,18.8969,272797.0766,79049.5722,52097.6674,501009.2118,9463.4499
220,220,55,10,1100000,142017.3327,-9188.4446,132828.8881,85319.5534,0,85319.5534,996858.466,1068355.5618,71497.0958,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.2114,3.5613,15.4208,18.8177,278460.1906,79049.5722,71357.4039,570299.1911,8603.1363
221,221,60,10,1100000,178465.5129,-3.6438,178461.8691,85319.5534,0,85319.5534,996858.466,1068355.5618,71497.0958,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.6061,3.4827,15.5308,18.7722,283496.5792,79049.5722,90834.8228,639663.8763,7821.033
222,222,65,10,1100000,215683.4958,8704.4212,224387.917,85319.5534,0,85319.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,20.0122,3.4154,12.7355,20.7137,287973.1961,79049.5722,110471.6995,708992.4148,7110.03
223,223,70,10,1100000,252133.0184,18421.4933,270554.5117,85319.5534,0,85319.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.4214,3.3574,15.7102,18.7474,291923.9608,79049.5722,130222.0625,778213.7709,6463.6636
224,224,40,10,1150000,34909.4877,-39485.7896,-4576.3019,87969.5534,0,87969.5534,996858.466,1068355.5618,71497.0958,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.8525,4.2045,17.0199,16.9793,250521.3127,81576.2481,14547.3328,354664.4434,12595.8518
225,225,45,10,1150000,69959.6848,-29075.0463,40884.6385,87969.5534,0,87969.5534,996858.466,1068355.5618,71497.0958,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.4732,3.8811,17.1633,16.8977,266405.84,81576.2481,32639.4918,431916.0132,10409.7949
226,226,50,10,1150000,105985.6944,-20393.6365,85592.0579,87969.5534,0,87969.5534,996858.466,1068355.5618,71497.0958,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.832,3.7673,15.3314,19.4838,272797.0766,81576.2481,51580.3794,501009.2118,9463.4499
227,227,55,10,1150000,142017.3327,-11204.014,130813.3186,87969.5534,0,87969.5534,996858.466,1068355.5618,71497.0958,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.2114,3.6719,15.4208,19.4022,278460.1906,81576.2481,70846.2975,570299.1911,8603.1363
228,228,60,10,1150000,178465.5129,-2025.0623,176440.4506,87969.5534,0,87969.5534,996858.466,1068355.5618,71497.0958,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.6061,3.5909,15.5308,19.3552,283496.5792,81576.2481,90329.5655,639663.8763,7821.033
229,229,65,10,1150000,215683.4958,6677.5565,222361.0523,87969.5534,0,87969.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,20.0122,3.5215,12.7355,21.357,287973.1961,81576.2481,109971.8884,708992.4148,7110.03
230,230,70,10,1150000,252133.0184,16389.5854,268522.6038,87969.5534,0,87969.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.4214,3.4616,15.7102,19.3297,291923.9608,81576.2481,129727.2945,778213.7709,6463.6636
231,231,40,10,1200000,34909.4877,-41527.8188,-6618.3311,90619.5534,0,90619.5534,996858.466,1068355.5618,71497.0958,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.8525,4.3311,17.0199,17.4907,250521.3127,84102.924,14062.6861,354664.4434,12595.8518
232,232,45,10,1200000,69959.6848,-31090.347,38869.3378,90619.5534,0,90619.5534,996858.466,1068355.5618,71497.0958,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.4732,3.9981,17.1633,17.4068,266405.84,84102.924,32128.1166,431916.0132,10409.7949
233,233,50,10,1200000,105985.6944,-22403.0243,83582.6701,90619.5534,0,90619.5534,996858.466,1068355.5618,71497.0958,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.832,3.8807,15.3314,20.0708,272797.0766,84102.924,51063.0913,501009.2118,9463.4499
234,234,55,10,1200000,142017.3327,-13219.5835,128797.7492,90619.5534,0,90619.5534,996858.466,1068355.5618,71497.0958,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.2114,3.7825,15.4208,19.9867,278460.1906,84102.924,70335.1911,570299.1911,8603.1363
235,235,60,10,1200000,178465.5129,-4046.4808,174419.032,90619.5534,0,90619.5534,996858.466,1068355.5618,71497.0958,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.6061,3.6991,15.5308,19.9383,283496.5792,84102.924,89824.3081,639663.8763,7821.033
236,236,65,10,1200000,215683.4958,4650.6918,220334.1876,90619.5534,0,90619.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,20.0122,3.6275,12.7355,22.0004,287973.1961,84102.924,109472.0772,708992.4148,7110.03
237,237,70,10,1200000,252133.0184,14357.6775,266490.6959,90619.5534,0,90619.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.4214,3.5659,15.7102,19.912,291923.9608,84102.924,129232.5265,778213.7709,6463.6636
238,238,40,10,1250000,34909.4877,-43569.8479,-8660.3602,93269.5534,0,93269.5534,996858.466,1068355.5618,71497.0958,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.8525,4.4578,17.0199,18.0022,250521.3127,86629.5998,13578.0394,354664.4434,12595.8518
239,239,45,10,1250000,69959.6848,-33105.6477,36854.0371,93269.5534,0,93269.5534,996858.466,1068355.5618,71497.0958,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.4732,4.115,17.1633,17.9158,266405.84,86629.5998,31616.7414,431916.0132,10409.7949
240,240,50,10,1250000,105985.6944,-24412.4121,81573.2823,93269.5534,0,93269.5534,996858.466,1068355.5618,71497.0958,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.832,3.9942,15.3314,20.6577,272797.0766,86629.5998,50545.8032,501009.2118,9463.4499
241,241,55,10,1250000,142017.3327,-15235.153,126782.1797,93269.5534,0,93269.5534,996858.466,1068355.5618,71497.0958,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.2114,3.8932,15.4208,20.5711,278460.1906,86629.5998,69824.0847,570299.1911,8603.1363
242,242,60,10,1250000,178465.5129,-6067.8993,172397.6135,93269.5534,0,93269.5534,996858.466,1068355.5618,71497.0958,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.6061,3.8072,15.5308,20.5214,283496.5792,86629.5998,89319.0508,639663.8763,7821.033
243,243,65,10,1250000,215683.4958,2623.8271,218307.3229,93269.5534,0,93269.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,20.0122,3.7336,12.7355,22.6437,287973.1961,86629.5998,108972.266,708992.4148,7110.03
244,244,70,10,1250000,252133.0184,12325.7696,264458.7881,93269.5534,0,93269.5534,996858.466,1068355.5618,71497.0958,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.4214,3.6702,15.7102,20.4943,291923.9608,86629.5998,128737.7586,778213.7709,6463.6636
