,ID,E_Brent,C_Gas,C_Perfo,VPN_Basica,VPN_incremental,VPN_Total,capex_T,capex_B,capex_I,opex_B,opex_T,opex_I,volumen_B_LE,volumen_I_LE,volumen_T_LE,LE_year_B,LE_year_T,LE_year_I,lc_B,dc_B,lc_T,dc_T,lc_I,dc_I,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
102,102,60,8,950000,178465.5129,10003.1495,188468.6623,77369.5534,0,77369.5534,996858.466,1058839.9847,61981.5187,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.2177,3.1582,13.4372,17.023,277864.3825,71469.5446,94040.2538,639663.8763,7821.033
103,103,65,8,950000,215683.4958,18727.5529,234411.0487,77369.5534,0,77369.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.6313,3.0971,10.4253,18.7836,282340.9994,71469.5446,113660.7921,708992.4148,7110.03
104,104,70,8,950000,252133.0184,28459.7545,280592.773,77369.5534,0,77369.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.047,3.0445,13.6193,17.0006,286291.7641,71469.5446,133396.0255,778213.7709,6463.6636
105,105,40,8,1000000,34909.4877,-29026.9871,5882.5006,80019.5534,0,80019.5534,996858.466,1058839.9847,61981.5187,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.4052,3.8245,15.2136,15.4448,244946.8426,73996.2205,17243.0279,354664.4434,12595.8518
106,106,45,8,1000000,69959.6848,-19084.1108,50875.574,80019.5534,0,80019.5534,996858.466,1058839.9847,61981.5187,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.0533,3.5304,15.3355,15.3706,260773.6433,73996.2205,35860.7805,431916.0132,10409.7949
107,107,50,8,1000000,105985.6944,-10422.9354,95562.759,80019.5534,0,80019.5534,996858.466,1058839.9847,61981.5187,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.4245,3.4268,13.2238,17.723,267164.8799,73996.2205,54821.9025,501009.2118,9463.4499
108,108,55,8,1000000,142017.3327,-1214.768,140802.5647,80019.5534,0,80019.5534,996858.466,1058839.9847,61981.5187,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,18.8142,3.3401,13.3221,17.6488,272827.9939,73996.2205,74069.2758,570299.1911,8603.1363
109,109,60,8,1000000,178465.5129,7981.731,186447.2438,80019.5534,0,80019.5534,996858.466,1058839.9847,61981.5187,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.2177,3.2664,13.4372,17.6061,277864.3825,73996.2205,93534.9965,639663.8763,7821.033
110,110,65,8,1000000,215683.4958,16700.6882,232384.184,80019.5534,0,80019.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.6313,3.2032,10.4253,19.4269,282340.9994,73996.2205,113160.9809,708992.4148,7110.03
111,111,70,8,1000000,252133.0184,26427.8467,278560.8651,80019.5534,0,80019.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.047,3.1488,13.6193,17.5829,286291.7641,73996.2205,132901.2575,778213.7709,6463.6636
112,112,40,8,1050000,34909.4877,-31061.7098,3847.7778,82669.5534,0,82669.5534,996858.466,1058839.9847,61981.5187,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.4052,3.9512,15.2136,15.9563,244946.8426,76522.8964,16751.0748,354664.4434,12595.8518
113,113,45,8,1050000,69959.6848,-21087.0997,48872.5852,82669.5534,0,82669.5534,996858.466,1058839.9847,61981.5187,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.0533,3.6473,15.3355,15.8797,260773.6433,76522.8964,35337.0935,431916.0132,10409.7949
114,114,50,8,1050000,105985.6944,-12432.3232,93553.3712,82669.5534,0,82669.5534,996858.466,1058839.9847,61981.5187,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.4245,3.5403,13.2238,18.31,267164.8799,76522.8964,54304.6145,501009.2118,9463.4499
115,115,55,8,1050000,142017.3327,-3230.3374,138786.9952,82669.5534,0,82669.5534,996858.466,1058839.9847,61981.5187,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,18.8142,3.4507,13.3221,18.2332,272827.9939,76522.8964,73558.1694,570299.1911,8603.1363
116,116,60,8,1050000,178465.5129,5960.3124,184425.8253,82669.5534,0,82669.5534,996858.466,1058839.9847,61981.5187,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.2177,3.3745,13.4372,18.1891,277864.3825,76522.8964,93029.7392,639663.8763,7821.033
117,117,65,8,1050000,215683.4958,14673.8235,230357.3194,82669.5534,0,82669.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.6313,3.3093,10.4253,20.0703,282340.9994,76522.8964,112661.1697,708992.4148,7110.03
118,118,70,8,1050000,252133.0184,24395.9388,276528.9572,82669.5534,0,82669.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.047,3.2531,13.6193,18.1651,286291.7641,76522.8964,132406.4895,778213.7709,6463.6636
119,119,40,8,1100000,34909.4877,-33103.739,1805.7487,85319.5534,0,85319.5534,996858.466,1058839.9847,61981.5187,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.4052,4.0778,15.2136,16.4678,244946.8426,79049.5722,16266.4281,354664.4434,12595.8518
120,120,45,8,1100000,69959.6848,-23099.89,46859.7948,85319.5534,0,85319.5534,996858.466,1058839.9847,61981.5187,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.0533,3.7642,15.3355,16.3887,260773.6433,79049.5722,34823.208,431916.0132,10409.7949
121,121,50,8,1100000,105985.6944,-14441.711,91543.9834,85319.5534,0,85319.5534,996858.466,1058839.9847,61981.5187,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.4245,3.6538,13.2238,18.8969,267164.8799,79049.5722,53787.3264,501009.2118,9463.4499
122,122,55,8,1100000,142017.3327,-5245.9069,136771.4258,85319.5534,0,85319.5534,996858.466,1058839.9847,61981.5187,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,18.8142,3.5613,13.3221,18.8177,272827.9939,79049.5722,73047.063,570299.1911,8603.1363
123,123,60,8,1100000,178465.5129,3938.8939,182404.4068,85319.5534,0,85319.5534,996858.466,1058839.9847,61981.5187,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.2177,3.4827,13.4372,18.7722,277864.3825,79049.5722,92524.4818,639663.8763,7821.033
124,124,65,8,1100000,215683.4958,12646.9589,228330.4547,85319.5534,0,85319.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.6313,3.4154,10.4253,20.7137,282340.9994,79049.5722,112161.3585,708992.4148,7110.03
125,125,70,8,1100000,252133.0184,22364.0309,274497.0494,85319.5534,0,85319.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.047,3.3574,13.6193,18.7474,286291.7641,79049.5722,131911.7215,778213.7709,6463.6636
126,126,40,8,1150000,34909.4877,-35145.7681,-236.2805,87969.5534,0,87969.5534,996858.466,1058839.9847,61981.5187,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.4052,4.2045,15.2136,16.9793,244946.8426,81576.2481,15781.7814,354664.4434,12595.8518
127,127,45,8,1150000,69959.6848,-25115.1907,44844.4942,87969.5534,0,87969.5534,996858.466,1058839.9847,61981.5187,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.0533,3.8811,15.3355,16.8977,260773.6433,81576.2481,34311.8328,431916.0132,10409.7949
128,128,50,8,1150000,105985.6944,-16451.0988,89534.5956,87969.5534,0,87969.5534,996858.466,1058839.9847,61981.5187,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.4245,3.7673,13.2238,19.4838,267164.8799,81576.2481,53270.0384,501009.2118,9463.4499
129,129,55,8,1150000,142017.3327,-7261.4763,134755.8563,87969.5534,0,87969.5534,996858.466,1058839.9847,61981.5187,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,18.8142,3.6719,13.3221,19.4022,272827.9939,81576.2481,72535.9566,570299.1911,8603.1363
130,130,60,8,1150000,178465.5129,1917.4754,180382.9883,87969.5534,0,87969.5534,996858.466,1058839.9847,61981.5187,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.2177,3.5909,13.4372,19.3552,277864.3825,81576.2481,92019.2245,639663.8763,7821.033
131,131,65,8,1150000,215683.4958,10620.0942,226303.59,87969.5534,0,87969.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.6313,3.5215,10.4253,21.357,282340.9994,81576.2481,111661.5474,708992.4148,7110.03
132,132,70,8,1150000,252133.0184,20332.1231,272465.1415,87969.5534,0,87969.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.047,3.4616,13.6193,19.3297,286291.7641,81576.2481,131416.9535,778213.7709,6463.6636
133,133,40,8,1200000,34909.4877,-37187.7973,-2278.3096,90619.5534,0,90619.5534,996858.466,1058839.9847,61981.5187,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.4052,4.3311,15.2136,17.4907,244946.8426,84102.924,15297.1347,354664.4434,12595.8518
134,134,45,8,1200000,69959.6848,-27130.4914,42829.1935,90619.5534,0,90619.5534,996858.466,1058839.9847,61981.5187,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.0533,3.9981,15.3355,17.4068,260773.6433,84102.924,33800.4576,431916.0132,10409.7949
135,135,50,8,1200000,105985.6944,-18460.4866,87525.2078,90619.5534,0,90619.5534,996858.466,1058839.9847,61981.5187,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.4245,3.8807,13.2238,20.0708,267164.8799,84102.924,52752.7503,501009.2118,9463.4499
136,136,55,8,1200000,142017.3327,-9277.0458,132740.2869,90619.5534,0,90619.5534,996858.466,1058839.9847,61981.5187,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,18.8142,3.7825,13.3221,19.9867,272827.9939,84102.924,72024.8501,570299.1911,8603.1363
137,137,60,8,1200000,178465.5129,-103.9431,178361.5697,90619.5534,0,90619.5534,996858.466,1058839.9847,61981.5187,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.2177,3.6991,13.4372,19.9383,277864.3825,84102.924,91513.9671,639663.8763,7821.033
138,138,65,8,1200000,215683.4958,8593.2295,224276.7253,90619.5534,0,90619.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.6313,3.6275,10.4253,22.0004,282340.9994,84102.924,111161.7362,708992.4148,7110.03
139,139,70,8,1200000,252133.0184,18300.2152,270433.2336,90619.5534,0,90619.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.047,3.5659,13.6193,19.912,286291.7641,84102.924,130922.1856,778213.7709,6463.6636
140,140,40,8,1250000,34909.4877,-39229.8264,-4320.3388,93269.5534,0,93269.5534,996858.466,1058839.9847,61981.5187,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.4052,4.4578,15.2136,18.0022,244946.8426,86629.5998,14812.488,354664.4434,12595.8518
141,141,45,8,1250000,69959.6848,-29145.792,40813.8928,93269.5534,0,93269.5534,996858.466,1058839.9847,61981.5187,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.0533,4.115,15.3355,17.9158,260773.6433,86629.5998,33289.0825,431916.0132,10409.7949
142,142,50,8,1250000,105985.6944,-20469.8744,85515.82,93269.5534,0,93269.5534,996858.466,1058839.9847,61981.5187,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.4245,3.9942,13.2238,20.6577,267164.8799,86629.5998,52235.4623,501009.2118,9463.4499
143,143,55,8,1250000,142017.3327,-11292.6153,130724.7174,93269.5534,0,93269.5534,996858.466,1058839.9847,61981.5187,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,18.8142,3.8932,13.3221,20.5711,272827.9939,86629.5998,71513.7437,570299.1911,8603.1363
144,144,60,8,1250000,178465.5129,-2125.3616,176340.1512,93269.5534,0,93269.5534,996858.466,1058839.9847,61981.5187,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.2177,3.8072,13.4372,20.5214,277864.3825,86629.5998,91008.7098,639663.8763,7821.033
145,145,65,8,1250000,215683.4958,6566.3648,222249.8606,93269.5534,0,93269.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.6313,3.7336,10.4253,22.6437,282340.9994,86629.5998,110661.925,708992.4148,7110.03
146,146,70,8,1250000,252133.0184,16268.3073,268401.3258,93269.5534,0,93269.5534,996858.466,1058839.9847,61981.5187,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.047,3.6702,13.6193,20.4943,286291.7641,86629.5998,130427.4176,778213.7709,6463.6636
147,147,40,9,950000,34909.4877,-29147.6622,5761.8254,77369.5534,0,77369.5534,996858.466,1063597.7733,66739.3073,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.6289,3.6979,16.1168,14.9333,247734.0776,71469.5446,17103.1439,354664.4434,12595.8518
148,148,45,9,950000,69959.6848,-19052.3908,50907.294,77369.5534,0,77369.5534,996858.466,1063597.7733,66739.3073,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.2632,3.4135,16.2494,14.8616,263589.7416,71469.5446,35539.638,431916.0132,10409.7949
149,149,50,9,950000,105985.6944,-10384.8164,95600.878,77369.5534,0,77369.5534,996858.466,1063597.7733,66739.3073,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.6283,3.3133,14.2776,17.1361,269980.9782,71469.5446,54494.3611,501009.2118,9463.4499
150,150,55,9,950000,142017.3327,-1170.4674,140846.8653,77369.5534,0,77369.5534,996858.466,1063597.7733,66739.3073,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.0128,3.2295,14.3715,17.0643,275644.0922,71469.5446,73735.5527,570299.1911,8603.1363
151,151,60,9,950000,178465.5129,8031.8806,186497.3935,77369.5534,0,77369.5534,996858.466,1063597.7733,66739.3073,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.4119,3.1582,14.484,17.023,280680.4809,71469.5446,93195.4243,639663.8763,7821.033
152,152,65,9,950000,215683.4958,16756.2841,232439.7799,77369.5534,0,77369.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.8217,3.0971,11.5804,18.7836,285157.0978,71469.5446,112815.9626,708992.4148,7110.03
153,153,70,9,950000,252133.0184,26488.4857,278621.5041,77369.5534,0,77369.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.2342,3.0445,14.6648,17.0006,289107.8625,71469.5446,132551.196,778213.7709,6463.6636
154,154,40,9,1000000,34909.4877,-31189.6914,3719.7963,80019.5534,0,80019.5534,996858.466,1063597.7733,66739.3073,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.6289,3.8245,16.1168,15.4448,247734.0776,73996.2205,16618.4972,354664.4434,12595.8518
155,155,45,9,1000000,69959.6848,-21055.3797,48904.3052,80019.5534,0,80019.5534,996858.466,1063597.7733,66739.3073,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.2632,3.5304,16.2494,15.3706,263589.7416,73996.2205,35015.951,431916.0132,10409.7949
156,156,50,9,1000000,105985.6944,-12394.2042,93591.4902,80019.5534,0,80019.5534,996858.466,1063597.7733,66739.3073,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.6283,3.4268,14.2776,17.723,269980.9782,73996.2205,53977.073,501009.2118,9463.4499
157,157,55,9,1000000,142017.3327,-3186.0368,138831.2958,80019.5534,0,80019.5534,996858.466,1063597.7733,66739.3073,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.0128,3.3401,14.3715,17.6488,275644.0922,73996.2205,73224.4463,570299.1911,8603.1363
158,158,60,9,1000000,178465.5129,6010.4621,184475.975,80019.5534,0,80019.5534,996858.466,1063597.7733,66739.3073,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.4119,3.2664,14.484,17.6061,280680.4809,73996.2205,92690.167,639663.8763,7821.033
159,159,65,9,1000000,215683.4958,14729.4194,230412.9152,80019.5534,0,80019.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.8217,3.2032,11.5804,19.4269,285157.0978,73996.2205,112316.1514,708992.4148,7110.03
160,160,70,9,1000000,252133.0184,24456.5778,276589.5963,80019.5534,0,80019.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.2342,3.1488,14.6648,17.5829,289107.8625,73996.2205,132056.428,778213.7709,6463.6636
161,161,40,9,1050000,34909.4877,-33231.7206,1677.7671,82669.5534,0,82669.5534,996858.466,1063597.7733,66739.3073,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.6289,3.9512,16.1168,15.9563,247734.0776,76522.8964,16133.8505,354664.4434,12595.8518
162,162,45,9,1050000,69959.6848,-23064.5171,46895.1677,82669.5534,0,82669.5534,996858.466,1063597.7733,66739.3073,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.2632,3.6473,16.2494,15.8797,263589.7416,76522.8964,34498.4127,431916.0132,10409.7949
163,163,50,9,1050000,105985.6944,-14403.592,91582.1024,82669.5534,0,82669.5534,996858.466,1063597.7733,66739.3073,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.6283,3.5403,14.2776,18.31,269980.9782,76522.8964,53459.785,501009.2118,9463.4499
164,164,55,9,1050000,142017.3327,-5201.6063,136815.7264,82669.5534,0,82669.5534,996858.466,1063597.7733,66739.3073,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.0128,3.4507,14.3715,18.2332,275644.0922,76522.8964,72713.3399,570299.1911,8603.1363
165,165,60,9,1050000,178465.5129,3989.0436,182454.5565,82669.5534,0,82669.5534,996858.466,1063597.7733,66739.3073,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.4119,3.3745,14.484,18.1891,280680.4809,76522.8964,92184.9096,639663.8763,7821.033
166,166,65,9,1050000,215683.4958,12702.5547,228386.0505,82669.5534,0,82669.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.8217,3.3093,11.5804,20.0703,285157.0978,76522.8964,111816.3402,708992.4148,7110.03
167,167,70,9,1050000,252133.0184,22424.67,274557.6884,82669.5534,0,82669.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.2342,3.2531,14.6648,18.1651,289107.8625,76522.8964,131561.66,778213.7709,6463.6636
168,168,40,9,1100000,34909.4877,-35273.7497,-364.262,85319.5534,0,85319.5534,996858.466,1063597.7733,66739.3073,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.6289,4.0778,16.1168,16.4678,247734.0776,79049.5722,15649.2038,354664.4434,12595.8518
169,169,45,9,1100000,69959.6848,-25079.8178,44879.867,85319.5534,0,85319.5534,996858.466,1063597.7733,66739.3073,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.2632,3.7642,16.2494,16.3887,263589.7416,79049.5722,33987.0375,431916.0132,10409.7949
170,170,50,9,1100000,105985.6944,-16412.9798,89572.7146,85319.5534,0,85319.5534,996858.466,1063597.7733,66739.3073,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.6283,3.6538,14.2776,18.8969,269980.9782,79049.5722,52942.4969,501009.2118,9463.4499
171,171,55,9,1100000,142017.3327,-7217.1757,134800.1569,85319.5534,0,85319.5534,996858.466,1063597.7733,66739.3073,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.0128,3.5613,14.3715,18.8177,275644.0922,79049.5722,72202.2335,570299.1911,8603.1363
172,172,60,9,1100000,178465.5129,1967.6251,180433.1379,85319.5534,0,85319.5534,996858.466,1063597.7733,66739.3073,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.4119,3.4827,14.484,18.7722,280680.4809,79049.5722,91679.6523,639663.8763,7821.033
173,173,65,9,1100000,215683.4958,10675.69,226359.1858,85319.5534,0,85319.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.8217,3.4154,11.5804,20.7137,285157.0978,79049.5722,111316.529,708992.4148,7110.03
174,174,70,9,1100000,252133.0184,20392.7621,272525.7805,85319.5534,0,85319.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.2342,3.3574,14.6648,18.7474,289107.8625,79049.5722,131066.892,778213.7709,6463.6636
175,175,40,9,1150000,34909.4877,-37315.7789,-2406.2912,87969.5534,0,87969.5534,996858.466,1063597.7733,66739.3073,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.6289,4.2045,16.1168,16.9793,247734.0776,81576.2481,15164.5571,354664.4434,12595.8518
176,176,45,9,1150000,69959.6848,-27095.1185,42864.5663,87969.5534,0,87969.5534,996858.466,1063597.7733,66739.3073,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.2632,3.8811,16.2494,16.8977,263589.7416,81576.2481,33475.6623,431916.0132,10409.7949
177,177,50,9,1150000,105985.6944,-18422.3677,87563.3268,87969.5534,0,87969.5534,996858.466,1063597.7733,66739.3073,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.6283,3.7673,14.2776,19.4838,269980.9782,81576.2481,52425.2089,501009.2118,9463.4499
178,178,55,9,1150000,142017.3327,-9232.7452,132784.5875,87969.5534,0,87969.5534,996858.466,1063597.7733,66739.3073,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.0128,3.6719,14.3715,19.4022,275644.0922,81576.2481,71691.127,570299.1911,8603.1363
179,179,60,9,1150000,178465.5129,-53.7934,178411.7194,87969.5534,0,87969.5534,996858.466,1063597.7733,66739.3073,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.4119,3.5909,14.484,19.3552,280680.4809,81576.2481,91174.395,639663.8763,7821.033
180,180,65,9,1150000,215683.4958,8648.8253,224332.3211,87969.5534,0,87969.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.8217,3.5215,11.5804,21.357,285157.0978,81576.2481,110816.7179,708992.4148,7110.03
181,181,70,9,1150000,252133.0184,18360.8542,270493.8727,87969.5534,0,87969.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.2342,3.4616,14.6648,19.3297,289107.8625,81576.2481,130572.124,778213.7709,6463.6636
182,182,40,9,1200000,34909.4877,-39357.808,-4448.3204,90619.5534,0,90619.5534,996858.466,1063597.7733,66739.3073,12.580449239419396,4.657736755088523,17.23818599450792,2030.0,2031.0,2031.0,18.1264,0,17.6289,4.3311,16.1168,17.4907,247734.0776,84102.924,14679.9104,354664.4434,12595.8518
183,183,45,9,1200000,69959.6848,-29110.4192,40849.2656,90619.5534,0,90619.5534,996858.466,1063597.7733,66739.3073,13.955177034163455,4.702101025488559,18.657278059652015,2032.0,2033.0,2033.0,18.8632,0,18.2632,3.9981,16.2494,17.4068,263589.7416,84102.924,32964.2871,431916.0132,10409.7949
184,184,50,9,1200000,105985.6944,-20431.7555,85553.9389,90619.5534,0,90619.5534,996858.466,1063597.7733,66739.3073,15.055493633830446,4.154114039887161,19.20960767371761,2034.0,2034.0,2034.0,19.6715,0,18.6283,3.8807,14.2776,20.0708,269980.9782,84102.924,51907.9208,501009.2118,9463.4499
185,185,55,9,1200000,142017.3327,-11248.3147,130769.018,90619.5534,0,90619.5534,996858.466,1063597.7733,66739.3073,15.525215809263823,4.171650995284624,19.69686680454845,2035.0,2035.0,2035.0,20.0966,0,19.0128,3.7825,14.3715,19.9867,275644.0922,84102.924,71180.0206,570299.1911,8603.1363
186,186,60,9,1200000,178465.5129,-2075.212,176390.3009,90619.5534,0,90619.5534,996858.466,1063597.7733,66739.3073,15.949446168957065,4.181301848920974,20.130748017878037,2036.0,2036.0,2036.0,20.5343,0,19.4119,3.6991,14.484,19.9383,280680.4809,84102.924,90669.1376,639663.8763,7821.033
187,187,65,9,1200000,215683.4958,6621.9606,222305.4565,90619.5534,0,90619.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,3.8412691172459126,20.517671860149527,2038.0,2037.0,2037.0,21.449,0,19.8217,3.6275,11.5804,22.0004,285157.0978,84102.924,110316.9067,708992.4148,7110.03
188,188,70,9,1200000,252133.0184,16328.9464,268461.9648,90619.5534,0,90619.5534,996858.466,1063597.7733,66739.3073,16.676402742903615,4.186779583427487,20.863182326331103,2038.0,2038.0,2038.0,21.449,0,20.2342,3.5659,14.6648,19.912,289107.8625,84102.924,130077.3561,778213.7709,6463.6636
